"PassengerId","Survived","Age","Fare","Family_size","Pclass_2","Pclass_3","Embarked_Q","Embarked_S","Title_Master","Title_Military","Title_Miss","Title_Mr","Title_Mrs","Title_Nobility","Title_Rev","Sex_male"
1,"0",22,7.25,2,0,1,0,1,0,0,0,1,0,0,0,1
2,"1",38,71.2833,2,0,0,0,0,0,0,0,0,1,0,0,0
3,"1",26,7.925,1,0,1,0,1,0,0,1,0,0,0,0,0
4,"1",35,53.1,2,0,0,0,1,0,0,0,0,1,0,0,0
5,"0",35,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
6,"0",34.4230769230769,8.4583,1,0,1,1,0,0,0,0,1,0,0,0,1
7,"0",54,51.8625,1,0,0,0,1,0,0,0,1,0,0,0,1
8,"0",2,21.075,5,0,1,0,1,1,0,0,0,0,0,0,1
9,"1",27,11.1333,3,0,1,0,1,0,0,0,0,1,0,0,0
10,"1",14,30.0708,2,1,0,0,0,0,0,0,0,1,0,0,0
11,"1",4,16.7,3,0,1,0,1,0,0,1,0,0,0,0,0
12,"1",58,26.55,1,0,0,0,1,0,0,1,0,0,0,0,0
13,"0",20,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
14,"0",39,31.275,7,0,1,0,1,0,0,0,1,0,0,0,1
15,"0",14,7.8542,1,0,1,0,1,0,0,1,0,0,0,0,0
16,"1",55,16,1,1,0,0,1,0,0,0,0,1,0,0,0
17,"0",2,29.125,6,0,1,1,0,1,0,0,0,0,0,0,1
18,"1",32.0394736842105,13,1,1,0,0,1,0,0,0,1,0,0,0,1
19,"0",31,18,2,0,1,0,1,0,0,0,0,1,0,0,0
20,"1",33.5,7.225,1,0,1,0,0,0,0,0,0,1,0,0,0
21,"0",35,26,1,1,0,0,1,0,0,0,1,0,0,0,1
22,"1",34,13,1,1,0,0,1,0,0,0,1,0,0,0,1
23,"1",15,8.0292,1,0,1,1,0,0,0,1,0,0,0,0,0
24,"1",28,35.5,1,0,0,0,1,0,0,0,1,0,0,0,1
25,"0",8,21.075,5,0,1,0,1,0,0,1,0,0,0,0,0
26,"1",38,31.3875,7,0,1,0,1,0,0,0,0,1,0,0,0
27,"0",26.0555555555556,7.225,1,0,1,0,0,0,0,0,1,0,0,0,1
28,"0",19,263,6,0,0,0,1,0,0,0,1,0,0,0,1
29,"1",23.5769230769231,7.8792,1,0,1,1,0,0,0,1,0,0,0,0,0
30,"0",27.3461538461538,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
31,"0",40,27.7208,1,0,0,0,0,0,0,0,0,0,1,0,1
32,"1",42.1538461538462,146.5208,2,0,0,0,0,0,0,0,0,1,0,0,0
33,"1",23.9,7.75,1,0,1,1,0,0,0,1,0,0,0,0,0
34,"0",66,10.5,1,1,0,0,1,0,0,0,1,0,0,0,1
35,"0",28,82.1708,2,0,0,0,0,0,0,0,1,0,0,0,1
36,"0",42,52,2,0,0,0,1,0,0,0,1,0,0,0,1
37,"1",26.0555555555556,7.2292,1,0,1,0,0,0,0,0,1,0,0,0,1
38,"0",21,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
39,"0",18,18,3,0,1,0,1,0,0,1,0,0,0,0,0
40,"1",14,11.2417,2,0,1,0,0,0,0,1,0,0,0,0,0
41,"0",40,9.475,2,0,1,0,1,0,0,0,0,1,0,0,0
42,"0",27,21,2,1,0,0,1,0,0,0,0,1,0,0,0
43,"0",26.952380952381,7.8958,1,0,1,0,0,0,0,0,1,0,0,0,1
44,"1",3,41.5792,4,1,0,0,0,0,0,1,0,0,0,0,0
45,"1",19,7.8792,1,0,1,1,0,0,0,1,0,0,0,0,0
46,"0",30.0142857142857,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
47,"0",34.8214285714286,15.5,2,0,1,1,0,0,0,0,1,0,0,0,1
48,"1",23.9,7.75,1,0,1,1,0,0,0,1,0,0,0,0,0
49,"0",26.2857142857143,21.6792,3,0,1,0,0,0,0,0,1,0,0,0,1
50,"0",18,17.8,2,0,1,0,1,0,0,0,0,1,0,0,0
51,"0",7,39.6875,6,0,1,0,1,1,0,0,0,0,0,0,1
52,"0",21,7.8,1,0,1,0,1,0,0,0,1,0,0,0,1
53,"1",49,76.7292,2,0,0,0,0,0,0,0,0,1,0,0,0
54,"1",29,26,2,1,0,0,1,0,0,0,0,1,0,0,0
55,"0",65,61.9792,2,0,0,0,0,0,0,0,1,0,0,0,1
56,"1",46.8214285714286,35.5,1,0,0,0,1,0,0,0,1,0,0,0,1
57,"1",21,10.5,1,1,0,0,1,0,0,1,0,0,0,0,0
58,"0",28.5,7.2292,1,0,1,0,0,0,0,0,1,0,0,0,1
59,"1",5,27.75,4,1,0,0,1,0,0,1,0,0,0,0,0
60,"0",11,46.9,8,0,1,0,1,1,0,0,0,0,0,0,1
61,"0",22,7.2292,1,0,1,0,0,0,0,0,1,0,0,0,1
62,"1",38,80,1,0,0,0,1,0,0,1,0,0,0,0,0
63,"0",45,83.475,2,0,0,0,1,0,0,0,1,0,0,0,1
64,"0",4,27.9,6,0,1,0,1,1,0,0,0,0,0,0,1
65,"0",40.0384615384615,27.7208,1,0,0,0,0,0,0,0,1,0,0,0,1
66,"1",6.30769230769231,15.2458,3,0,1,0,0,1,0,0,0,0,0,0,1
67,"1",29,10.5,1,1,0,0,1,0,0,0,0,1,0,0,0
68,"0",19,8.1583,1,0,1,0,1,0,0,0,1,0,0,0,1
69,"1",17,7.925,7,0,1,0,1,0,0,1,0,0,0,0,0
70,"0",26,8.6625,3,0,1,0,1,0,0,0,1,0,0,0,1
71,"0",32,10.5,1,1,0,0,1,0,0,0,1,0,0,0,1
72,"0",16,46.9,8,0,1,0,1,0,0,1,0,0,0,0,0
73,"0",21,73.5,1,1,0,0,1,0,0,0,1,0,0,0,1
74,"0",26,14.4542,2,0,1,0,0,0,0,0,1,0,0,0,1
75,"1",32,56.4958,1,0,1,0,1,0,0,0,1,0,0,0,1
76,"0",25,7.65,1,0,1,0,1,0,0,0,1,0,0,0,1
77,"0",27.3461538461538,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
78,"0",30.0142857142857,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
79,"1",0.83,29,3,1,0,0,1,1,0,0,0,0,0,0,1
80,"1",30,12.475,1,0,1,0,1,0,0,1,0,0,0,0,0
81,"0",22,9,1,0,1,0,1,0,0,0,1,0,0,0,1
82,"1",29,9.5,1,0,1,0,1,0,0,0,1,0,0,0,1
83,"1",23.4642857142857,7.7875,1,0,1,1,0,0,0,1,0,0,0,0,0
84,"0",28,47.1,1,0,0,0,1,0,0,0,1,0,0,0,1
85,"1",17,10.5,1,1,0,0,1,0,0,1,0,0,0,0,0
86,"1",33,15.85,4,0,1,0,1,0,0,0,0,1,0,0,0
87,"0",16,34.375,5,0,1,0,1,0,0,0,1,0,0,0,1
88,"0",30.0142857142857,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
89,"1",23,263,6,0,0,0,1,0,0,1,0,0,0,0,0
90,"0",24,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
91,"0",29,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
92,"0",20,7.8542,1,0,1,0,1,0,0,0,1,0,0,0,1
93,"0",46,61.175,2,0,0,0,1,0,0,0,1,0,0,0,1
94,"0",26,20.575,4,0,1,0,1,0,0,0,1,0,0,0,1
95,"0",59,7.25,1,0,1,0,1,0,0,0,1,0,0,0,1
96,"0",30.0142857142857,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
97,"0",71,34.6542,1,0,0,0,0,0,0,0,1,0,0,0,1
98,"1",23,63.3583,2,0,0,0,0,0,0,0,1,0,0,0,1
99,"1",34,23,2,1,0,0,1,0,0,0,0,1,0,0,0
100,"0",34,26,2,1,0,0,1,0,0,0,1,0,0,0,1
101,"0",28,7.8958,1,0,1,0,1,0,0,1,0,0,0,0,0
102,"0",27.3461538461538,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
103,"0",21,77.2875,2,0,0,0,1,0,0,0,1,0,0,0,1
104,"0",33,8.6542,1,0,1,0,1,0,0,0,1,0,0,0,1
105,"0",37,7.925,3,0,1,0,1,0,0,0,1,0,0,0,1
106,"0",28,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
107,"1",21,7.65,1,0,1,0,1,0,0,1,0,0,0,0,0
108,"1",27.8666666666667,7.775,1,0,1,0,1,0,0,0,1,0,0,0,1
109,"0",38,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
110,"1",22.9642857142857,24.15,2,0,1,1,0,0,0,1,0,0,0,0,0
111,"0",47,52,1,0,0,0,1,0,0,0,1,0,0,0,1
112,"0",14.5,14.4542,2,0,1,0,0,0,0,1,0,0,0,0,0
113,"0",22,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
114,"0",20,9.825,2,0,1,0,1,0,0,1,0,0,0,0,0
115,"0",17,14.4583,1,0,1,0,0,0,0,1,0,0,0,0,0
116,"0",21,7.925,1,0,1,0,1,0,0,0,1,0,0,0,1
117,"0",70.5,7.75,1,0,1,1,0,0,0,0,1,0,0,0,1
118,"0",29,21,2,1,0,0,1,0,0,0,1,0,0,0,1
119,"0",24,247.5208,2,0,0,0,0,0,0,0,1,0,0,0,1
120,"0",2,31.275,7,0,1,0,1,0,0,1,0,0,0,0,0
121,"0",21,73.5,3,1,0,0,1,0,0,0,1,0,0,0,1
122,"0",30.0142857142857,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
123,"0",32.5,30.0708,2,1,0,0,0,0,0,0,1,0,0,0,1
124,"1",32.5,13,1,1,0,0,1,0,0,1,0,0,0,0,0
125,"0",54,77.2875,2,0,0,0,1,0,0,0,1,0,0,0,1
126,"1",12,11.2417,2,0,1,0,0,1,0,0,0,0,0,0,1
127,"0",34.4230769230769,7.75,1,0,1,1,0,0,0,0,1,0,0,0,1
128,"1",24,7.1417,1,0,1,0,1,0,0,0,1,0,0,0,1
129,"1",9.30769230769231,22.3583,3,0,1,0,0,0,0,1,0,0,0,0,0
130,"0",45,6.975,1,0,1,0,1,0,0,0,1,0,0,0,1
131,"0",33,7.8958,1,0,1,0,0,0,0,0,1,0,0,0,1
132,"0",20,7.05,1,0,1,0,1,0,0,0,1,0,0,0,1
133,"0",47,14.5,2,0,1,0,1,0,0,0,0,1,0,0,0
134,"1",29,26,2,1,0,0,1,0,0,0,0,1,0,0,0
135,"0",25,13,1,1,0,0,1,0,0,0,1,0,0,0,1
136,"0",23,15.0458,1,1,0,0,0,0,0,0,1,0,0,0,1
137,"1",19,26.2833,3,0,0,0,1,0,0,1,0,0,0,0,0
138,"0",37,53.1,2,0,0,0,1,0,0,0,1,0,0,0,1
139,"0",16,9.2167,1,0,1,0,1,0,0,0,1,0,0,0,1
140,"0",24,79.2,1,0,0,0,0,0,0,0,1,0,0,0,1
141,"0",30.4615384615385,15.2458,3,0,1,0,0,0,0,0,0,1,0,0,0
142,"1",22,7.75,1,0,1,0,1,0,0,1,0,0,0,0,0
143,"1",24,15.85,2,0,1,0,1,0,0,0,0,1,0,0,0
144,"0",19,6.75,1,0,1,1,0,0,0,0,1,0,0,0,1
145,"0",18,11.5,1,1,0,0,1,0,0,0,1,0,0,0,1
146,"0",19,36.75,3,1,0,0,1,0,0,0,1,0,0,0,1
147,"1",27,7.7958,1,0,1,0,1,0,0,0,1,0,0,0,1
148,"0",9,34.375,5,0,1,0,1,0,0,1,0,0,0,0,0
149,"0",36.5,26,3,1,0,0,1,0,0,0,1,0,0,0,1
150,"0",42,13,1,1,0,0,1,0,0,0,0,0,0,1,1
151,"0",51,12.525,1,1,0,0,1,0,0,0,0,0,0,1,1
152,"1",22,66.6,2,0,0,0,1,0,0,0,0,1,0,0,0
153,"0",55.5,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
154,"0",40.5,14.5,3,0,1,0,1,0,0,0,1,0,0,0,1
155,"0",30.9285714285714,7.3125,1,0,1,0,1,0,0,0,1,0,0,0,1
156,"0",51,61.3792,2,0,0,0,0,0,0,0,1,0,0,0,1
157,"1",16,7.7333,1,0,1,1,0,0,0,1,0,0,0,0,0
158,"0",30,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
159,"0",24,8.6625,1,0,1,0,1,0,0,0,1,0,0,0,1
160,"0",6.67857142857143,69.55,11,0,1,0,1,1,0,0,0,0,0,0,1
161,"0",44,16.1,2,0,1,0,1,0,0,0,1,0,0,0,1
162,"1",40,15.75,1,1,0,0,1,0,0,0,0,1,0,0,0
163,"0",26,7.775,1,0,1,0,1,0,0,0,1,0,0,0,1
164,"0",17,8.6625,1,0,1,0,1,0,0,0,1,0,0,0,1
165,"0",1,39.6875,6,0,1,0,1,1,0,0,0,0,0,0,1
166,"1",9,20.525,3,0,1,0,1,1,0,0,0,0,0,0,1
167,"1",37.4615384615385,55,2,0,0,0,1,0,0,0,0,1,0,0,0
168,"0",45,27.9,6,0,1,0,1,0,0,0,0,1,0,0,0
169,"0",45.5909090909091,25.925,1,0,0,0,1,0,0,0,1,0,0,0,1
170,"0",28,56.4958,1,0,1,0,1,0,0,0,1,0,0,0,1
171,"0",61,33.5,1,0,0,0,1,0,0,0,1,0,0,0,1
172,"0",4,29.125,6,0,1,1,0,1,0,0,0,0,0,0,1
173,"1",1,11.1333,3,0,1,0,1,0,0,1,0,0,0,0,0
174,"0",21,7.925,1,0,1,0,1,0,0,0,1,0,0,0,1
175,"0",56,30.6958,1,0,0,0,0,0,0,0,1,0,0,0,1
176,"0",18,7.8542,3,0,1,0,1,0,0,0,1,0,0,0,1
177,"0",5.93333333333333,25.4667,5,0,1,0,1,1,0,0,0,0,0,0,1
178,"0",50,28.7125,1,0,0,0,0,0,0,1,0,0,0,0,0
179,"0",30,13,1,1,0,0,1,0,0,0,1,0,0,0,1
180,"0",36,0,1,0,1,0,1,0,0,0,1,0,0,0,1
181,"0",11.9230769230769,69.55,11,0,1,0,1,0,0,1,0,0,0,0,0
182,"0",31.4642857142857,15.05,1,1,0,0,0,0,0,0,1,0,0,0,1
183,"0",9,31.3875,7,0,1,0,1,1,0,0,0,0,0,0,1
184,"1",1,39,4,1,0,0,1,1,0,0,0,0,0,0,1
185,"1",4,22.025,3,0,1,0,1,0,0,1,0,0,0,0,0
186,"0",39.8461538461538,50,1,0,0,0,1,0,0,0,1,0,0,0,1
187,"1",25.3421052631579,15.5,2,0,1,1,0,0,0,0,0,1,0,0,0
188,"1",45,26.55,1,0,0,0,1,0,0,0,1,0,0,0,1
189,"0",40,15.5,3,0,1,1,0,0,0,0,1,0,0,0,1
190,"0",36,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
191,"1",32,13,1,1,0,0,1,0,0,0,0,1,0,0,0
192,"0",19,13,1,1,0,0,1,0,0,0,1,0,0,0,1
193,"1",19,7.8542,2,0,1,0,1,0,0,1,0,0,0,0,0
194,"1",3,26,3,1,0,0,1,1,0,0,0,0,0,0,1
195,"1",44,27.7208,1,0,0,0,0,0,0,0,0,1,0,0,0
196,"1",58,146.5208,1,0,0,0,0,0,0,1,0,0,0,0,0
197,"0",34.4230769230769,7.75,1,0,1,1,0,0,0,0,1,0,0,0,1
198,"0",42,8.4042,2,0,1,0,1,0,0,0,1,0,0,0,1
199,"1",23.9,7.75,1,0,1,1,0,0,0,1,0,0,0,0,0
200,"0",24,13,1,1,0,0,1,0,0,1,0,0,0,0,0
201,"0",28,9.5,1,0,1,0,1,0,0,0,1,0,0,0,1
202,"0",25.7692307692308,69.55,11,0,1,0,1,0,0,0,1,0,0,0,1
203,"0",34,6.4958,1,0,1,0,1,0,0,0,1,0,0,0,1
204,"0",45.5,7.225,1,0,1,0,0,0,0,0,1,0,0,0,1
205,"1",18,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
206,"0",2,10.4625,2,0,1,0,1,0,0,1,0,0,0,0,0
207,"0",32,15.85,2,0,1,0,1,0,0,0,1,0,0,0,1
208,"1",26,18.7875,1,0,1,0,0,0,0,0,1,0,0,0,1
209,"1",16,7.75,1,0,1,1,0,0,0,1,0,0,0,0,0
210,"1",40,31,1,0,0,0,0,0,0,0,1,0,0,0,1
211,"0",24,7.05,1,0,1,0,1,0,0,0,1,0,0,0,1
212,"1",35,21,1,1,0,0,1,0,0,1,0,0,0,0,0
213,"0",22,7.25,1,0,1,0,1,0,0,0,1,0,0,0,1
214,"0",30,13,1,1,0,0,1,0,0,0,1,0,0,0,1
215,"0",34.4230769230769,7.75,2,0,1,1,0,0,0,0,1,0,0,0,1
216,"1",31,113.275,2,0,0,0,0,0,0,1,0,0,0,0,0
217,"1",27,7.925,1,0,1,0,1,0,0,1,0,0,0,0,0
218,"0",42,27,2,1,0,0,1,0,0,0,1,0,0,0,1
219,"1",32,76.2917,1,0,0,0,0,0,0,1,0,0,0,0,0
220,"0",30,10.5,1,1,0,0,1,0,0,0,1,0,0,0,1
221,"1",16,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
222,"0",27,13,1,1,0,0,1,0,0,0,1,0,0,0,1
223,"0",51,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
224,"0",27.3461538461538,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
225,"1",38,90,2,0,0,0,1,0,0,0,1,0,0,0,1
226,"0",22,9.35,1,0,1,0,1,0,0,0,1,0,0,0,1
227,"1",19,10.5,1,1,0,0,1,0,0,0,1,0,0,0,1
228,"0",20.5,7.25,1,0,1,0,1,0,0,0,1,0,0,0,1
229,"0",18,13,1,1,0,0,1,0,0,0,1,0,0,0,1
230,"0",6.86928571428571,25.4667,5,0,1,0,1,0,0,1,0,0,0,0,0
231,"1",35,83.475,2,0,0,0,1,0,0,0,0,1,0,0,0
232,"0",29,7.775,1,0,1,0,1,0,0,0,1,0,0,0,1
233,"0",59,13.5,1,1,0,0,1,0,0,0,1,0,0,0,1
234,"1",5,31.3875,7,0,1,0,1,0,0,1,0,0,0,0,0
235,"0",24,10.5,1,1,0,0,1,0,0,0,1,0,0,0,1
236,"0",23.0588235294118,7.55,1,0,1,0,1,0,0,1,0,0,0,0,0
237,"0",44,26,2,1,0,0,1,0,0,0,1,0,0,0,1
238,"1",8,26.25,3,1,0,0,1,0,0,1,0,0,0,0,0
239,"0",19,10.5,1,1,0,0,1,0,0,0,1,0,0,0,1
240,"0",33,12.275,1,1,0,0,1,0,0,0,1,0,0,0,1
241,"0",9.30769230769231,14.4542,2,0,1,0,0,0,0,1,0,0,0,0,0
242,"1",22.9,15.5,2,0,1,1,0,0,0,1,0,0,0,0,0
243,"0",29,10.5,1,1,0,0,1,0,0,0,1,0,0,0,1
244,"0",22,7.125,1,0,1,0,1,0,0,0,1,0,0,0,1
245,"0",30,7.225,1,0,1,0,0,0,0,0,1,0,0,0,1
246,"0",44,90,3,0,0,1,0,0,0,0,0,0,0,0,1
247,"0",25,7.775,1,0,1,0,1,0,0,1,0,0,0,0,0
248,"1",24,14.5,3,1,0,0,1,0,0,0,0,1,0,0,0
249,"1",37,52.5542,3,0,0,0,1,0,0,0,1,0,0,0,1
250,"0",54,26,2,1,0,0,1,0,0,0,0,0,0,1,1
251,"0",30.5,7.25,1,0,1,0,1,0,0,0,1,0,0,0,1
252,"0",29,10.4625,3,0,1,0,1,0,0,0,0,1,0,0,0
253,"0",62,26.55,1,0,0,0,1,0,0,0,1,0,0,0,1
254,"0",30,16.1,2,0,1,0,1,0,0,0,1,0,0,0,1
255,"0",41,20.2125,3,0,1,0,1,0,0,0,0,1,0,0,0
256,"1",29,15.2458,3,0,1,0,0,0,0,0,0,1,0,0,0
257,"1",43.7692307692308,79.2,1,0,0,0,0,0,0,0,0,1,0,0,0
258,"1",30,86.5,1,0,0,0,1,0,0,1,0,0,0,0,0
259,"1",35,512.3292,1,0,0,0,0,0,0,1,0,0,0,0,0
260,"1",50,26,2,1,0,0,1,0,0,0,0,1,0,0,0
261,"0",34.4230769230769,7.75,1,0,1,1,0,0,0,0,1,0,0,0,1
262,"1",3,31.3875,7,0,1,0,1,1,0,0,0,0,0,0,1
263,"0",52,79.65,3,0,0,0,1,0,0,0,1,0,0,0,1
264,"0",40,0,1,0,0,0,1,0,0,0,1,0,0,0,1
265,"0",23.9,7.75,1,0,1,1,0,0,0,1,0,0,0,0,0
266,"0",36,10.5,1,1,0,0,1,0,0,0,1,0,0,0,1
267,"0",16,39.6875,6,0,1,0,1,0,0,0,1,0,0,0,1
268,"1",25,7.775,2,0,1,0,1,0,0,0,1,0,0,0,1
269,"1",58,153.4625,2,0,0,0,1,0,0,0,0,1,0,0,0
270,"1",35,135.6333,1,0,0,0,1,0,0,1,0,0,0,0,0
271,"0",48.3095238095238,31,1,0,0,0,1,0,0,0,1,0,0,0,1
272,"1",25,0,1,0,1,0,1,0,0,0,1,0,0,0,1
273,"1",41,19.5,2,1,0,0,1,0,0,0,0,1,0,0,0
274,"0",37,29.7,2,0,0,0,0,0,0,0,1,0,0,0,1
275,"1",23.9,7.75,1,0,1,1,0,0,0,1,0,0,0,0,0
276,"1",63,77.9583,2,0,0,0,1,0,0,1,0,0,0,0,0
277,"0",45,7.75,1,0,1,0,1,0,0,1,0,0,0,0,0
278,"0",31.4166666666667,0,1,1,0,0,1,0,0,0,1,0,0,0,1
279,"0",7,29.125,6,0,1,1,0,1,0,0,0,0,0,0,1
280,"1",35,20.25,3,0,1,0,1,0,0,0,0,1,0,0,0
281,"0",65,7.75,1,0,1,1,0,0,0,0,1,0,0,0,1
282,"0",28,7.8542,1,0,1,0,1,0,0,0,1,0,0,0,1
283,"0",16,9.5,1,0,1,0,1,0,0,0,1,0,0,0,1
284,"1",19,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
285,"0",45.5909090909091,26,1,0,0,0,1,0,0,0,1,0,0,0,1
286,"0",33,8.6625,1,0,1,0,0,0,0,0,1,0,0,0,1
287,"1",30,9.5,1,0,1,0,1,0,0,0,1,0,0,0,1
288,"0",22,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
289,"1",42,13,1,1,0,0,1,0,0,0,1,0,0,0,1
290,"1",22,7.75,1,0,1,1,0,0,0,1,0,0,0,0,0
291,"1",26,78.85,1,0,0,0,1,0,0,1,0,0,0,0,0
292,"1",19,91.0792,2,0,0,0,0,0,0,0,0,1,0,0,0
293,"0",36,12.875,1,1,0,0,0,0,0,0,1,0,0,0,1
294,"0",24,8.85,1,0,1,0,1,0,0,1,0,0,0,0,0
295,"0",24,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
296,"0",40.0384615384615,27.7208,1,0,0,0,0,0,0,0,1,0,0,0,1
